28;3475.00;10.95;1248.00;small
29;3121.00;9.50;1237.00;big
29;3029.00;9.50;1247.00;big
29;3095.08;9.50;1301.87;small
30;3289.97;9.50;1388.73;big
30;3381.67;9.50;1383.86;big
31;4025.00;10.57;831.00;big
31;4001.00;10.60;927.00;big
31;3970.19;16.10;899.51;small
31;4065.00;12.90;769.76;small
32;1155.00;9.50;410.00;big
32;1245.00;9.50;119.00;big
33;633.00;9.50;1954.00;small
33;359.00;9.70;1925.00;small
34;1458.00;9.50;1066.00;big
34;1558.00;9.78;1013.00;big
35;1727.00;9.78;62.00;big
35;1704.00;12.68;238.00;big
35;1697.00;11.98;121.00;big
35;1757.00;10.93;172.00;big
36;2161.00;9.50;1947.00;big
36;2013.00;9.50;1955.00;big
37;3213.00;10.35;1688.00;big
37;3171.00;10.40;1644.00;big
38;3150.00;9.93;1527.00;big
38;3109.00;10.30;1536.00;big
38;3144.00;10.35;1574.00;big
38;3076.00;9.80;1567.00;small
39;3273.00;10.30;1753.00;big
39;3310.00;9.80;1860.00;big
39;3330.00;10.40;1789.00;big
40;3608.00;10.23;1689.00;big
40;3559.00;9.80;1702.00;big
40;3655.00;9.80;1673.00;big
40;3653.00;9.70;1735.00;big
41;2683.26;11.90;1377.28;big
41;2765.43;13.20;1372.79;big
41;2719.37;13.90;1379.08;big
42;2744.88;9.50;1401.78;small
42;2670.00;9.50;1407.00;small
42;2768.23;9.50;1436.98;small
42;2716.00;9.50;1474.00;small
43;2497.68;9.50;1607.44;big
43;2576.81;9.50;1674.50;big
43;2682.51;9.50;1740.48;big
43;2632.37;9.50;1600.85;small
43;2696.31;9.50;1663.33;small
44;2294.00;9.50;1931.00;big
44;2414.00;9.50;1852.00;big
45;2650.00;9.50;1933.00;big
45;2877.00;9.50;1939.00;big
45;2609.70;9.50;1808.37;big
46;3798.00;9.50;2010.00;big
46;3417.00;9.50;1975.00;big
46;3101.31;9.50;2027.61;small
47;2532.00;9.50;1241.00;big
47;2615.94;9.50;1320.23;big
47;2687.24;9.50;1254.31;small
47;2494.71;9.50;1334.04;big
48;2527.00;9.50;1047.00;big
48;2616.00;9.50;1172.00;big
49;2431.00;9.50;1506.00;big
49;2307.00;9.50;1671.00;big
50;2078.00;9.50;1765.00;big
50;1867.00;9.50;1978.00;big
51;2191.00;9.50;1473.00;big
51;2321.00;9.50;1332.00;big
52;1343.68;9.50;1257.72;big
52;1452.51;9.50;1309.61;big
53;1551.53;9.50;1184.88;big
53;1848.00;9.50;1095.00;big
53;1705.40;12.00;1170.12;big
53;1602.66;9.50;1101.76;small
54;1701.00;9.50;1492.00;big
54;1778.00;9.50;1570.00;big
55;1875.00;9.50;1693.00;big
55;1913.00;9.50;1575.00;big
56;2034.00;9.50;1461.00;big
56;2089.00;9.50;1303.00;big
57;1827.00;9.60;1412.00;big
57;1811.00;9.50;1263.00;big
58;2355.00;9.50;1038.00;big
58;2265.00;9.50;1153.00;big
59;2087.00;9.50;952.00;big
59;2001.00;9.50;1114.00;big
60;3854.00;9.50;724.00;big
60;3782.00;9.50;509.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2874.00;9.50;404.00;big
62;2651.36;9.50;553.83;big
62;2837.10;9.50;636.80;big
63;1619.00;9.50;96.00;big
63;1844.00;9.50;81.00;big
64;2338.00;9.50;117.00;big
64;2025.00;9.50;104.00;big
65;3300.00;9.50;58.00;big
65;3028.00;9.50;119.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;2649.00;9.50;149.00;big
67;2853.00;9.50;100.00;big
68;2795.00;9.50;1263.00;big
68;2874.00;9.50;1316.00;big
68;2888.21;9.50;1366.72;small
69;3319.00;11.05;1229.00;big
69;3228.00;9.50;1207.00;big
70;3618.00;9.50;1344.00;small
70;3599.00;9.50;1431.00;small
71;4264.00;9.50;570.00;big
71;4072.00;9.50;529.00;big
72;4474.00;9.50;653.00;big
72;4348.00;9.50;738.00;big
73;4388.36;9.50;821.03;small
73;4418.98;9.50;765.37;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4575.00;9.50;814.00;big
75;4603.00;9.50;956.00;big
76;4699.00;11.05;1034.00;big
76;4819.00;9.50;1117.00;big
77;4725.00;9.50;1289.00;small
77;4712.00;9.50;1191.00;small
78;4871.00;9.50;789.00;big
78;4879.00;9.50;937.00;big
79;5006.00;9.50;1471.00;big
79;4908.00;9.50;1320.00;big
80;4703.00;9.50;711.00;big
80;4689.00;9.50;798.00;big
81;5215.00;9.50;347.95;big
81;5421.00;9.50;360.00;big
81;5072.95;9.50;466.53;small
82;4959.00;9.50;401.00;small
82;4995.00;9.50;482.00;small
83;5231.94;9.50;497.70;big
84;5126.14;9.50;598.78;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;154.00;big
87;5132.00;9.50;1655.00;big
87;5096.00;9.50;1464.00;big
88;116.00;9.50;1877.00;big
88;5500.00;9.50;1730.00;big
89;862.00;9.50;1422.00;small
89;778.00;9.50;1565.00;small
90;4942.00;9.50;1182.00;big
90;5058.00;9.50;1292.00;big
91;4773.00;9.50;618.00;big
91;4882.00;9.50;521.00;big
92;4734.00;9.50;449.00;big
92;4610.00;9.50;429.00;big
93;4627.00;9.50;558.00;big
93;4527.00;9.50;572.00;big
94;5127.00;9.50;921.00;big
94;5025.00;9.50;1091.00;big
95;5461.33;9.50;1069.80;big
95;5559.16;9.50;1264.74;big
96;5380.73;9.50;1541.55;big
96;5545.18;9.50;1434.49;big
97;5413.56;9.50;588.05;big
97;5609.33;9.50;653.65;big
98;4945.00;9.50;79.00;big
98;4744.00;9.50;68.00;big
99;4485.00;9.50;132.00;big
99;4419.00;9.50;425.00;big
100;3421.96;9.50;957.60;small
100;3366.00;9.50;1062.00;small
101;4253.00;9.50;852.00;big
101;4106.00;9.50;810.00;big
101;4153.39;9.50;902.83;small
102;3599.00;9.50;696.00;big
102;3499.00;9.50;516.00;big
103;3457.00;9.50;353.00;small
103;3381.00;9.50;244.00;small
104;3849.00;9.50;963.00;big
104;3735.00;9.50;882.00;big
104;3888.21;9.50;850.52;big
105;272.00;9.50;1162.00;big
105;432.00;9.50;1007.00;big
106;1224.00;9.50;1062.00;big
106;1054.00;9.50;1241.00;big
107;1473.00;9.50;858.00;small
107;1439.00;9.50;995.00;small
108;1610.00;9.50;494.00;big
108;1564.00;9.50;261.00;big
109;1469.00;9.50;733.00;big
109;1528.00;9.50;597.00;big
110;1228.00;9.50;700.00;big
110;1138.00;9.50;919.00;big
111;688.00;9.50;1135.00;big
111;892.00;9.50;1047.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;824.00;9.50;457.00;big
113;665.00;9.50;333.00;big
114;262.96;9.50;1721.88;big
114;478.11;9.50;1727.40;big
115;663.00;9.50;1399.00;big
115;543.00;9.50;1495.00;big
116;3591.00;13.23;1186.00;big
116;3541.00;14.43;1279.00;big
116;3689.00;11.38;1101.00;big
116;3681.00;11.35;1235.00;big
117;1580.00;12.75;1558.00;small
117;1630.00;9.68;1544.00;small
117;1626.90;11.50;1599.95;small
118;904.00;13.23;1616.00;big
118;900.47;10.10;1684.91;big
118;962.26;11.10;1652.86;small
119;1066.17;13.50;1437.11;small
119;1145.00;13.65;1429.00;big
120;1332.82;10.20;1515.75;big
120;1328.93;10.60;1669.62;big
120;1242.86;11.80;1578.29;big
120;1238.42;11.60;1673.58;big
120;1333.76;11.30;1591.86;big
121;1640.00;10.25;1710.00;big
121;1777.00;11.60;1812.00;big
121;1931.09;10.20;1704.56;big
122;1266.00;9.50;1800.00;big
122;1074.00;10.68;1884.00;big
122;1434.04;10.00;1731.81;big
123;1239.00;14.20;1228.00;big
123;1119.00;14.28;1327.00;small
123;1305.09;12.80;1151.69;small
123;1220.41;12.10;1315.58;small
123;1204.40;10.90;1177.29;small
123;1034.03;9.80;1328.91;small
124;1608.00;10.50;935.00;big
124;1726.00;11.23;1026.00;big
124;1567.99;10.40;863.83;small
125;2119.00;11.60;587.00;big
125;2026.00;10.70;504.00;big
125;2180.00;10.70;737.00;big
126;3131.00;14.50;1170.00;small
126;3032.00;12.98;1163.00;small
126;2829.00;13.93;1232.00;small
126;2956.00;13.18;1244.00;small
126;2946.00;9.70;1204.00;small
126;2894.00;12.38;1236.00;small
127;3076.00;11.23;967.00;small
127;2886.00;11.78;1002.00;big
127;2852.63;11.10;1130.46;big
127;3087.18;10.50;1068.95;small
127;3234.08;10.40;1071.44;small
127;3235.00;10.93;983.00;small
127;2745.39;10.40;1043.05;small
127;2597.88;10.20;1060.18;small
127;2598.04;11.30;958.60;small
128;3288.00;9.75;1138.00;big
128;3313.00;11.35;1049.00;small
128;3224.00;10.07;1160.00;big
129;3292.00;13.00;1301.00;big
129;3418.00;14.43;1310.00;big
130;3252.00;10.10;1521.00;big
130;3272.00;9.90;1475.00;big
130;3288.69;10.60;1509.43;small
130;3307.00;9.80;1477.00;small
131;3249.00;9.90;1595.00;big
131;3204.00;10.40;1577.00;big
132;3276.00;9.70;1691.00;big
132;3340.00;10.60;1709.00;big
133;3442.00;9.80;1619.00;big
133;3496.00;9.95;1664.00;big
133;3397.00;9.95;1666.00;big
134;3527.00;12.40;1349.00;small
134;3474.00;15.15;1378.00;small
135;3505.00;9.80;1474.00;big
135;3439.00;9.73;1437.00;big
135;3465.94;10.40;1503.20;big
136;3655.00;10.18;1478.00;small
136;3907.80;10.00;1563.46;big
136;4074.35;11.40;1460.80;small
137;3638.00;9.90;1589.00;big
137;3500.00;10.00;1575.00;big
137;3569.00;10.18;1559.00;big
137;3591.00;10.32;1622.00;big
138;3726.00;12.00;1805.00;small
138;3720.00;15.48;1610.00;small
139;3100.00;10.40;100.00;big
139;3198.00;14.20;123.00;big
139;3272.00;12.32;181.00;big
140;2724.00;10.20;868.00;small
140;2819.00;10.50;876.00;small
140;2957.61;10.60;878.77;small
141;4145.00;10.60;1052.00;big
141;4221.00;9.90;1046.00;big
142;4433.13;12.20;973.70;big
142;4453.96;10.30;839.97;big
142;4483.55;12.00;899.43;small
143;4618.00;10.85;1270.00;small
143;4656.42;11.50;1382.61;big
143;4680.16;11.40;1263.85;small
143;4614.14;11.80;1322.84;small
144;4574.55;9.80;1206.07;big
144;4565.10;9.70;1151.96;big
144;4547.58;10.50;1098.55;big
145;4045.00;13.35;1328.00;big
145;4186.00;16.55;1390.00;big
146;4273.00;20.73;1137.00;big
146;4110.00;22.58;1205.00;big
146;4148.00;22.52;1119.00;big
147;4404.00;10.60;1768.00;big
147;4036.00;10.40;1809.00;big
148;4931.00;10.45;1469.00;big
148;4841.00;10.70;1579.00;big
149;4810.00;10.90;1743.00;big
149;5195.00;11.75;1784.00;big
150;3664.00;10.05;1864.00;big
150;3506.00;9.90;1767.00;big
150;3407.00;10.43;1748.00;big
151;4571.00;12.43;1601.00;big
151;4365.00;11.50;1633.00;big
151;4120.00;10.53;1614.00;big
152;4546.00;12.18;1439.00;big
152;4275.00;13.30;1499.00;big
152;4411.00;13.62;1446.00;big
153;3975.00;11.18;1065.00;big
153;4094.00;10.62;997.00;big
153;4008.49;12.90;1144.15;big
153;4031.03;11.00;989.77;small
153;3925.05;10.30;1027.73;small
154;4882.00;11.28;1209.00;big
154;4985.00;12.60;1271.00;big
155;4760.00;11.80;1358.00;big
155;4715.00;10.98;1481.00;big
155;4834.00;10.60;1431.00;big
156;5048.00;9.57;81.00;small
156;4945.00;9.82;170.00;small
157;5475.00;12.55;62.00;big
157;5566.00;11.55;162.00;big
158;4525.00;12.10;534.00;small
158;4710.00;9.88;512.00;small
159;4626.00;10.85;721.00;big
159;4574.00;10.53;639.00;big
160;4698.00;10.45;893.00;big
160;4748.00;10.78;777.00;big
161;2541.00;10.70;1912.00;small
161;2497.00;10.82;1881.00;small
162;3883.00;18.85;1232.00;big
162;3812.00;13.85;1207.00;big
163;1944.00;10.12;752.00;big
163;1686.00;9.80;820.00;big
163;1899.00;9.75;954.00;big
163;1824.81;9.70;787.80;big
163;1741.93;9.80;916.59;big
163;1712.14;10.10;723.72;big
163;1932.74;10.40;665.92;big
163;1953.35;10.50;877.15;big
164;4649.00;11.28;1112.00;big
164;4660.81;9.70;1177.66;big
165;4568.40;9.90;1031.89;big
165;4506.00;10.60;1025.55;big
165;4520.60;10.20;961.30;small
166;1525.00;9.50;1879.00;big
166;1485.00;9.50;1971.00;big
167;4926.00;10.03;598.00;big
167;5022.00;12.78;555.00;big
167;5107.00;15.38;517.00;big
168;3036.00;9.50;1384.00;small
169;2947.28;11.50;1326.80;small
169;2947.42;13.70;1363.14;small
169;2995.33;9.50;1327.36;big
170;1591.00;9.50;1279.00;big
170;1601.00;9.50;1382.00;big
171;778.00;9.50;1690.00;small
171;538.00;9.50;1869.00;small
172;273.00;9.50;695.00;big
172;439.00;9.50;729.00;big
173;2906.37;9.50;1610.68;small
173;2880.82;9.50;1652.83;small
174;2867.65;9.50;1737.21;small
174;2909.53;9.50;1680.17;small
175;660.00;9.50;714.00;big
175;892.00;9.50;737.00;big
176;348.00;9.50;1427.00;big
176;113.00;9.50;1486.00;big
177;5193.00;9.50;1184.00;big
177;5242.00;9.50;1357.00;big
178;109.00;9.98;430.00;big
178;5592.00;9.50;372.00;big
179;461.00;11.62;366.00;big
179;329.00;9.50;445.00;big
180;5368.67;9.50;894.81;big
180;5615.22;9.50;898.23;big
181;3519.00;12.62;343.00;big
182;2714.00;12.80;1197.00;small
182;2665.00;14.23;1144.00;small
182;2748.00;12.12;1222.00;small
183;3076.00;10.30;846.00;big
183;3111.00;10.80;751.00;big
184;3066.00;13.10;382.00;big
184;3082.00;12.60;492.00;big
184;3065.00;14.00;272.00;big
185;3338.00;11.15;371.00;big
185;3249.00;13.10;459.00;big
186;4799.00;10.38;1265.00;small
186;4785.00;13.98;1326.00;small
187;4376.00;9.88;660.00;small
187;4435.00;9.70;596.00;small
188;4359.00;11.05;781.00;small
188;4396.00;10.15;713.00;small
189;4307.00;11.25;1025.00;small
189;4296.00;10.28;953.00;small
190;3934.00;9.90;1175.00;big
190;3862.00;10.70;1090.00;big
191;3048.00;9.50;1916.00;small
191;2986.00;9.68;1832.00;small
192;3033.00;11.90;1789.00;big
192;3104.00;11.35;1877.00;big
193;4710.00;10.62;207.00;small
193;4875.00;10.60;415.00;small
194;5036.00;10.57;372.00;small
194;5096.00;9.85;191.00;small
195;792.00;9.50;1901.00;small
195;891.00;14.00;1767.00;small
196;3655.00;9.80;1031.00;small
196;3467.00;13.35;1001.00;small
196;3605.10;10.30;961.23;big
196;3458.72;11.90;1109.69;big
196;3524.28;12.40;893.03;small
196;3699.84;9.80;992.54;small
196;3582.17;9.90;1061.44;small
196;3506.46;11.70;1060.96;small
197;1680.71;10.10;1591.80;small
197;1725.00;9.80;1636.00;small
198;1550.21;13.50;1511.46;small
198;1562.54;9.70;1442.97;big
198;1596.56;9.70;1487.16;small
199;1075.00;14.85;1653.00;small
199;1119.00;16.88;1536.00;small
200;4310.00;19.52;1278.00;big
200;4437.00;14.48;1254.00;big
201;1712.00;17.85;619.00;small
201;1771.00;20.73;551.00;small
201;1587.00;13.07;729.00;small
202;3166.00;14.20;1446.00;small
203;3213.00;9.75;1407.00;small
203;3182.00;11.57;1412.00;small
204;3251.00;9.82;1441.00;small
204;3220.00;10.65;1464.00;small
205;1415.63;9.80;1186.69;small
205;1375.49;12.80;1129.46;small
206;3072.37;9.50;1635.90;small
207;2985.00;9.50;1665.00;small
208;3143.19;12.80;1354.72;big
208;3124.00;10.62;1408.00;big
208;3111.94;13.80;1374.76;small
208;3144.13;10.70;1386.43;small
208;3118.69;10.90;1346.11;small
209;2917.00;9.88;1535.00;big
209;2934.00;10.40;1502.00;big
210;2949.00;10.25;1646.00;small
210;2984.00;9.70;1634.00;small
211;2893.00;12.12;1520.00;big
211;2871.00;9.75;1534.00;big
212;2813.71;9.90;1500.12;big
212;2752.51;10.00;1481.38;small
212;2797.01;10.10;1451.11;big
213;2801.71;10.40;1399.03;big
213;2846.91;11.80;1391.32;big
214;2677.00;9.93;1297.00;big
214;2683.00;12.95;1339.00;big
215;2771.00;13.85;1289.00;big
215;2721.00;9.93;1278.00;big
216;2978.00;10.10;1417.00;big
216;2959.33;12.50;1433.97;small
217;3339.00;10.40;943.00;big
217;3286.00;11.15;784.00;big
217;3201.20;12.00;855.55;big
218;3396.00;13.25;1234.00;big
218;3359.00;9.50;1166.00;big
219;3012.00;12.28;1366.00;big
219;2981.00;10.90;1383.00;big
220;904.00;9.70;1535.00;big
220;959.00;13.10;1463.00;small
220;988.05;16.40;1528.58;small
220;913.10;12.10;1491.20;small
221;1419.00;10.40;1584.00;big
221;1494.00;10.70;1562.00;big
221;1485.06;11.00;1496.42;big
222;1531.10;9.70;1333.31;big
222;1434.84;10.30;1399.81;big
222;1436.98;12.50;1449.46;big
223;3442.00;9.80;1555.00;big
223;3381.00;9.98;1560.00;big
224;3318.00;9.80;1531.00;big
224;3387.00;9.80;1489.00;big
224;3349.35;9.70;1456.48;big
225;3332.00;9.70;1421.00;big
225;3351.00;11.73;1420.00;big
226;3188.00;10.30;1498.00;big
226;3196.00;10.05;1530.00;big
227;3126.00;9.80;1602.00;big
228;1771.05;9.90;1672.18;big
228;1586.90;10.40;1642.83;big
229;3197.89;9.50;1313.61;small
229;3206.40;9.50;1262.60;big
230;1926.00;9.82;334.00;big
230;1951.00;10.62;428.00;big
231;3268.00;9.50;644.00;big
231;3379.00;13.30;598.00;big
232;3171.00;13.35;187.00;big
232;3235.00;12.85;260.00;big
233;3117.00;11.00;630.00;big
233;3039.00;10.95;587.00;big
234;2775.00;10.48;769.00;big
234;2881.00;9.65;753.00;small
234;2912.35;9.90;789.60;big
234;2982.39;10.70;840.72;big
235;2984.00;11.55;644.00;big
235;2986.00;11.15;736.00;big
236;2633.00;10.53;783.00;big
236;2578.00;10.95;866.00;big
237;3927.50;11.80;1327.38;small
237;3877.47;17.40;1296.83;small
237;3745.09;9.80;1354.64;big
237;3836.64;11.30;1407.28;small
237;3985.59;14.40;1355.79;small
238;2750.90;12.00;1560.52;big
238;2768.10;10.10;1539.27;small
239;3060.00;11.18;1478.00;big
239;3027.00;11.88;1479.00;small
240;2713.00;11.50;1312.00;big
240;2750.00;11.60;1328.00;big
241;4022.00;21.27;1227.00;big
241;3974.00;18.90;1220.00;big
242;3101.00;12.43;1495.00;big
242;3159.00;9.98;1487.00;big
243;2819.00;11.40;1359.00;big
243;2792.00;13.75;1334.00;big
244;1834.41;10.60;590.53;big
244;1865.39;9.90;501.83;big
244;1839.47;10.50;436.95;big
245;1840.00;10.55;250.00;big
245;1798.00;13.07;354.00;big
246;1705.00;10.43;328.00;big
246;1721.00;15.88;459.00;big
247;1270.67;10.70;1456.39;big
247;1299.38;10.40;1361.80;big
247;1219.88;11.80;1384.40;small
248;3609.00;9.50;1085.00;big
248;3675.77;9.50;1076.79;small
249;3344.00;10.00;1605.00;big
249;3305.00;9.90;1590.00;big
250;4958.33;9.50;685.15;big
250;5085.04;9.50;772.99;big
250;5232.92;9.50;697.20;big
251;2910.83;16.00;1418.04;big
251;2894.79;11.00;1396.43;small
251;2935.49;10.70;1416.76;small
252;4364.88;15.10;1073.65;small
252;4382.47;13.20;1027.51;big
252;4468.31;14.50;1086.37;big
252;4417.87;15.70;1057.25;small
253;2929.80;14.00;1453.72;big
254;2841.28;9.50;1601.88;small
254;2851.31;9.50;1562.18;small
255;2971.41;9.50;1907.22;big
255;2902.73;9.50;1824.79;small
256;4442.55;10.50;1152.71;big
256;4394.46;15.20;1118.18;big
256;4491.31;11.70;1163.79;small
256;4408.11;19.40;1188.41;small
257;2726.78;9.50;1593.47;small
258;2703.55;9.50;1537.73;small
258;2669.32;9.50;1510.91;small
259;2533.00;9.50;1487.00;big
259;2606.17;9.50;1414.25;big
260;4365.91;10.10;938.99;small
260;4411.79;10.10;903.94;small
260;4370.61;9.70;879.28;big
